"","X.1","X","Kingdom","Phylum","Class","Order","Family","Genus","Species","Organism","TaxID","Assembly_Accession","Assembly_Status","Accession_Date","Assembly_Length_Total","Assembly_Length_Ungapped","BUSCO_RefseqAnnotationRelease","BUSCO_Lineage","BUSCO_Cover","BUSCO_Complete","BUSCO_SingleCopy","BUSCO_Duplicated","BUSCO_Fragmented","BUSCO_Missing","BUSCO_TotalCount","ContigN50","ScaffoldN50","Sequencing_Method","Sequencing_Attributes","SRA_Species","Species.1","Sequencing_method_1","Sequencing_method_2","Species.2","GS","AssblySz","Seq_Method","Diff","DiffProp","Species.3","GS.1","AssblySz.1","Seq_Method.1","UR","Diff.1","DiffProp.1"
"2083",8042,8042,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_029775615.1","Chromosome","2023/02/28",133880608,133646434,"","","",NA,NA,NA,NA,NA,NA,19478218,25286936,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,133880608,"",35480820.571429,0.209497645778683,"Drosophila melanogaster",173300000,133880608,"",0.774,39419392,0.227463312175418
"2084",8043,8043,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_029775595.1","Chromosome","2023/02/28",133880608,133646434,"","","",NA,NA,NA,NA,NA,NA,19478218,25286936,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,133880608,"",35480820.571429,0.209497645778683,"Drosophila melanogaster",173300000,133880608,"",0.774,39419392,0.227463312175418
"2085",8044,8044,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_029775575.1","Chromosome","2023/02/28",133880608,133646434,"","","",NA,NA,NA,NA,NA,NA,19478218,25286936,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,133880608,"",35480820.571429,0.209497645778683,"Drosophila melanogaster",173300000,133880608,"",0.774,39419392,0.227463312175418
"2086",8045,8045,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_029775555.1","Chromosome","2023/02/28",133880608,133646434,"","","",NA,NA,NA,NA,NA,NA,19478218,25286936,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,133880608,"",35480820.571429,0.209497645778683,"Drosophila melanogaster",173300000,133880608,"",0.774,39419392,0.227463312175418
"2087",8046,8046,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_029775535.1","Chromosome","2023/02/28",133880608,133646434,"","","",NA,NA,NA,NA,NA,NA,19478218,25286936,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,133880608,"",35480820.571429,0.209497645778683,"Drosophila melanogaster",173300000,133880608,"",0.774,39419392,0.227463312175418
"2088",8047,8047,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_029775515.1","Chromosome","2023/02/28",133880608,133646434,"","","",NA,NA,NA,NA,NA,NA,19478218,25286936,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,133880608,"",35480820.571429,0.209497645778683,"Drosophila melanogaster",173300000,133880608,"",0.774,39419392,0.227463312175418
"2089",8048,8048,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_029775495.1","Chromosome","2023/02/28",133880608,133646434,"","","",NA,NA,NA,NA,NA,NA,19478218,25286936,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,133880608,"",35480820.571429,0.209497645778683,"Drosophila melanogaster",173300000,133880608,"",0.774,39419392,0.227463312175418
"2090",8049,8049,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_029775475.1","Chromosome","2023/02/28",133880608,133646434,"","","",NA,NA,NA,NA,NA,NA,19478218,25286936,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,133880608,"",35480820.571429,0.209497645778683,"Drosophila melanogaster",173300000,133880608,"",0.774,39419392,0.227463312175418
"2091",8050,8050,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_029775455.1","Chromosome","2023/02/28",133880608,133646434,"","","",NA,NA,NA,NA,NA,NA,19478218,25286936,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,133880608,"",35480820.571429,0.209497645778683,"Drosophila melanogaster",173300000,133880608,"",0.774,39419392,0.227463312175418
"2092",8051,8051,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_029775415.1","Chromosome","2023/02/28",133880608,133646434,"","","",NA,NA,NA,NA,NA,NA,19478218,25286936,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,133880608,"",35480820.571429,0.209497645778683,"Drosophila melanogaster",173300000,133880608,"",0.774,39419392,0.227463312175418
"2093",8052,8052,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_029775395.1","Chromosome","2023/02/28",133880608,133646434,"","","",NA,NA,NA,NA,NA,NA,19478218,25286936,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,133880608,"",35480820.571429,0.209497645778683,"Drosophila melanogaster",173300000,133880608,"",0.774,39419392,0.227463312175418
"2094",8053,8053,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_029775375.1","Chromosome","2023/02/28",133880608,133646434,"","","",NA,NA,NA,NA,NA,NA,19478218,25286936,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,133880608,"",35480820.571429,0.209497645778683,"Drosophila melanogaster",173300000,133880608,"",0.774,39419392,0.227463312175418
"2095",8054,8054,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_029775355.1","Chromosome","2023/02/28",133880608,133646434,"","","",NA,NA,NA,NA,NA,NA,19478218,25286936,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,133880608,"",35480820.571429,0.209497645778683,"Drosophila melanogaster",173300000,133880608,"",0.774,39419392,0.227463312175418
"2096",8055,8055,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_029775335.1","Chromosome","2023/02/28",133880608,133646434,"","","",NA,NA,NA,NA,NA,NA,19478218,25286936,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,133880608,"",35480820.571429,0.209497645778683,"Drosophila melanogaster",173300000,133880608,"",0.774,39419392,0.227463312175418
"2097",8056,8056,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_029775315.1","Chromosome","2023/02/28",133880608,133646434,"","","",NA,NA,NA,NA,NA,NA,19478218,25286936,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,133880608,"",35480820.571429,0.209497645778683,"Drosophila melanogaster",173300000,133880608,"",0.774,39419392,0.227463312175418
"2098",8057,8057,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_029775295.1","Chromosome","2023/02/28",133880608,133646434,"","","",NA,NA,NA,NA,NA,NA,19478218,25286936,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,133880608,"",35480820.571429,0.209497645778683,"Drosophila melanogaster",173300000,133880608,"",0.774,39419392,0.227463312175418
"2099",8058,8058,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_029775275.1","Chromosome","2023/02/28",133880608,133646434,"","","",NA,NA,NA,NA,NA,NA,19478218,25286936,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,133880608,"",35480820.571429,0.209497645778683,"Drosophila melanogaster",173300000,133880608,"",0.774,39419392,0.227463312175418
"2100",8059,8059,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_029775255.1","Chromosome","2023/02/28",133880608,133646434,"","","",NA,NA,NA,NA,NA,NA,19478218,25286936,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,133880608,"",35480820.571429,0.209497645778683,"Drosophila melanogaster",173300000,133880608,"",0.774,39419392,0.227463312175418
"2101",8060,8060,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_029775235.1","Chromosome","2023/02/28",133880608,133646434,"","","",NA,NA,NA,NA,NA,NA,19478218,25286936,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,133880608,"",35480820.571429,0.209497645778683,"Drosophila melanogaster",173300000,133880608,"",0.774,39419392,0.227463312175418
"2102",8061,8061,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_029775215.1","Chromosome","2023/02/28",133880608,133646434,"","","",NA,NA,NA,NA,NA,NA,19478218,25286936,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,133880608,"",35480820.571429,0.209497645778683,"Drosophila melanogaster",173300000,133880608,"",0.774,39419392,0.227463312175418
"2103",8062,8062,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_029775195.1","Chromosome","2023/02/28",133880608,133646434,"","","",NA,NA,NA,NA,NA,NA,19478218,25286936,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,133880608,"",35480820.571429,0.209497645778683,"Drosophila melanogaster",173300000,133880608,"",0.774,39419392,0.227463312175418
"2104",8063,8063,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_029775175.1","Chromosome","2023/02/28",133880608,133646434,"","","",NA,NA,NA,NA,NA,NA,19478218,25286936,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,133880608,"",35480820.571429,0.209497645778683,"Drosophila melanogaster",173300000,133880608,"",0.774,39419392,0.227463312175418
"2105",8064,8064,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_029775155.1","Chromosome","2023/02/28",133880608,133646434,"","","",NA,NA,NA,NA,NA,NA,19478218,25286936,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,133880608,"",35480820.571429,0.209497645778683,"Drosophila melanogaster",173300000,133880608,"",0.774,39419392,0.227463312175418
"2106",8065,8065,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_029775135.1","Chromosome","2023/02/28",133880608,133646434,"","","",NA,NA,NA,NA,NA,NA,19478218,25286936,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,133880608,"",35480820.571429,0.209497645778683,"Drosophila melanogaster",173300000,133880608,"",0.774,39419392,0.227463312175418
"2107",8066,8066,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_029775115.1","Chromosome","2023/02/28",133880608,133646434,"","","",NA,NA,NA,NA,NA,NA,19478218,25286936,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,133880608,"",35480820.571429,0.209497645778683,"Drosophila melanogaster",173300000,133880608,"",0.774,39419392,0.227463312175418
"2108",8067,8067,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster","Drosophila melanogaster (fruit fly)",7227,"GCA_029775095.1","Chromosome","2023/02/28",133880608,133646434,"","","",NA,NA,NA,NA,NA,NA,19478218,25286936,"","","Drosophila melanogaster","Drosophila melanogaster","","","Drosophila melanogaster",169361428.571429,133880608,"",35480820.571429,0.209497645778683,"Drosophila melanogaster",173300000,133880608,"",0.774,39419392,0.227463312175418
"2109",8068,8068,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila simulans","Drosophila simulans (flies)",7240,"GCA_029775075.1","Chromosome","2023/02/28",120905797,120903706,"","","",NA,NA,NA,NA,NA,NA,22319025,23399903,"","","Drosophila simulans","Drosophila simulans","","","Drosophila simulans",147945000,120905797,"",27039203,0.182765237081348,"Drosophila simulans",166350000,120905797,"",0.765,45444203,0.273184268109408
"2110",8069,8069,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila simulans","Drosophila simulans (flies)",7240,"GCA_029775055.1","Chromosome","2023/02/28",120905797,120903706,"","","",NA,NA,NA,NA,NA,NA,22319025,23399903,"","","Drosophila simulans","Drosophila simulans","","","Drosophila simulans",147945000,120905797,"",27039203,0.182765237081348,"Drosophila simulans",166350000,120905797,"",0.765,45444203,0.273184268109408
"2111",8070,8070,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila simulans","Drosophila simulans (flies)",7240,"GCA_029775035.1","Chromosome","2023/02/28",120905797,120903706,"","","",NA,NA,NA,NA,NA,NA,22319025,23399903,"","","Drosophila simulans","Drosophila simulans","","","Drosophila simulans",147945000,120905797,"",27039203,0.182765237081348,"Drosophila simulans",166350000,120905797,"",0.765,45444203,0.273184268109408
"2112",8071,8071,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila simulans","Drosophila simulans (flies)",7240,"GCA_029775015.1","Chromosome","2023/02/28",120905797,120903706,"","","",NA,NA,NA,NA,NA,NA,22319025,23399903,"","","Drosophila simulans","Drosophila simulans","","","Drosophila simulans",147945000,120905797,"",27039203,0.182765237081348,"Drosophila simulans",166350000,120905797,"",0.765,45444203,0.273184268109408
"2113",8072,8072,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila simulans","Drosophila simulans (flies)",7240,"GCA_029774995.1","Chromosome","2023/02/28",120905797,120903706,"","","",NA,NA,NA,NA,NA,NA,22319025,23399903,"","","Drosophila simulans","Drosophila simulans","","","Drosophila simulans",147945000,120905797,"",27039203,0.182765237081348,"Drosophila simulans",166350000,120905797,"",0.765,45444203,0.273184268109408
"2114",8073,8073,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila simulans","Drosophila simulans (flies)",7240,"GCA_029774975.1","Chromosome","2023/02/28",120905797,120903706,"","","",NA,NA,NA,NA,NA,NA,22319025,23399903,"","","Drosophila simulans","Drosophila simulans","","","Drosophila simulans",147945000,120905797,"",27039203,0.182765237081348,"Drosophila simulans",166350000,120905797,"",0.765,45444203,0.273184268109408
"2115",8074,8074,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila simulans","Drosophila simulans (flies)",7240,"GCA_029774955.1","Chromosome","2023/02/28",120905797,120903706,"","","",NA,NA,NA,NA,NA,NA,22319025,23399903,"","","Drosophila simulans","Drosophila simulans","","","Drosophila simulans",147945000,120905797,"",27039203,0.182765237081348,"Drosophila simulans",166350000,120905797,"",0.765,45444203,0.273184268109408
"2116",8075,8075,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila simulans","Drosophila simulans (flies)",7240,"GCA_029774935.1","Chromosome","2023/02/28",120905797,120903706,"","","",NA,NA,NA,NA,NA,NA,22319025,23399903,"","","Drosophila simulans","Drosophila simulans","","","Drosophila simulans",147945000,120905797,"",27039203,0.182765237081348,"Drosophila simulans",166350000,120905797,"",0.765,45444203,0.273184268109408
"2117",8076,8076,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila simulans","Drosophila simulans (flies)",7240,"GCA_029774915.1","Chromosome","2023/02/28",120905797,120903706,"","","",NA,NA,NA,NA,NA,NA,22319025,23399903,"","","Drosophila simulans","Drosophila simulans","","","Drosophila simulans",147945000,120905797,"",27039203,0.182765237081348,"Drosophila simulans",166350000,120905797,"",0.765,45444203,0.273184268109408
"2118",8077,8077,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila simulans","Drosophila simulans (flies)",7240,"GCA_029774895.1","Chromosome","2023/02/28",120905797,120903706,"","","",NA,NA,NA,NA,NA,NA,22319025,23399903,"","","Drosophila simulans","Drosophila simulans","","","Drosophila simulans",147945000,120905797,"",27039203,0.182765237081348,"Drosophila simulans",166350000,120905797,"",0.765,45444203,0.273184268109408
"2119",8078,8078,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila simulans","Drosophila simulans (flies)",7240,"GCA_029774875.1","Chromosome","2023/02/28",120905797,120903706,"","","",NA,NA,NA,NA,NA,NA,22319025,23399903,"","","Drosophila simulans","Drosophila simulans","","","Drosophila simulans",147945000,120905797,"",27039203,0.182765237081348,"Drosophila simulans",166350000,120905797,"",0.765,45444203,0.273184268109408
"2120",8079,8079,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila simulans","Drosophila simulans (flies)",7240,"GCA_029774855.1","Chromosome","2023/02/28",120905797,120903706,"","","",NA,NA,NA,NA,NA,NA,22319025,23399903,"","","Drosophila simulans","Drosophila simulans","","","Drosophila simulans",147945000,120905797,"",27039203,0.182765237081348,"Drosophila simulans",166350000,120905797,"",0.765,45444203,0.273184268109408
"2121",8080,8080,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila simulans","Drosophila simulans (flies)",7240,"GCA_029774835.1","Chromosome","2023/02/28",120905797,120903706,"","","",NA,NA,NA,NA,NA,NA,22319025,23399903,"","","Drosophila simulans","Drosophila simulans","","","Drosophila simulans",147945000,120905797,"",27039203,0.182765237081348,"Drosophila simulans",166350000,120905797,"",0.765,45444203,0.273184268109408
"2122",8081,8081,"Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila simulans","Drosophila simulans (flies)",7240,"GCA_029774815.1","Chromosome","2023/02/28",120905797,120903706,"","","",NA,NA,NA,NA,NA,NA,22319025,23399903,"","","Drosophila simulans","Drosophila simulans","","","Drosophila simulans",147945000,120905797,"",27039203,0.182765237081348,"Drosophila simulans",166350000,120905797,"",0.765,45444203,0.273184268109408
